iteration,time,cargo_id,strict_coverage,legacy_coverage,min_signed_clearance,max_penetration,agents_inside,contacts,net_force_x,net_force_y,net_torque
524,26.2000,cargo_0,1.000000,1.000000,0.105266,0.024734,0,2,0.347885,24.801085,-4.136660
525,26.2500,cargo_0,1.000000,1.000000,0.105273,0.024727,0,2,0.299939,23.324825,-3.632275
526,26.3000,cargo_0,1.000000,1.000000,0.105262,0.024738,0,2,0.517851,23.424324,-3.490629
527,26.3500,cargo_0,1.000000,1.000000,0.105249,0.024751,0,2,0.529912,23.423981,-3.473580
528,26.4000,cargo_0,1.000000,1.000000,0.105262,0.024738,0,2,0.192766,23.414799,-3.711633
529,26.4500,cargo_0,1.000000,1.000000,0.105309,0.024691,0,2,0.555945,23.384443,-3.451242
530,26.5000,cargo_0,1.000000,1.000000,0.105109,0.024891,0,2,0.384427,23.548260,-3.561894
531,26.5500,cargo_0,1.000000,1.000000,0.105036,0.024964,0,2,0.308894,23.561770,-3.615005
532,26.6000,cargo_0,1.000000,1.000000,0.105043,0.024957,0,2,0.655309,23.541820,-3.366214
533,26.6500,cargo_0,1.000000,1.000000,0.105043,0.024957,0,2,0.295253,18.232358,-1.456602
534,26.7000,cargo_0,1.000000,1.000000,0.105082,0.024918,0,2,0.636054,20.220331,-2.032362
535,26.7500,cargo_0,1.000000,1.000000,0.105096,0.024904,0,2,0.371242,22.176560,-3.012101
536,26.8000,cargo_0,1.000000,1.000000,0.104410,0.025590,0,2,0.306372,22.013775,-2.754459
537,26.8500,cargo_0,1.000000,1.000000,0.104462,0.025538,0,2,-0.329773,24.372283,-4.242183
538,26.9000,cargo_0,1.000000,1.000000,0.104783,0.025217,0,2,0.275130,25.025924,-4.093275
539,26.9500,cargo_0,1.000000,1.000000,0.104787,0.025213,0,2,0.106470,16.244308,-0.760694
540,27.0000,cargo_0,1.000000,1.000000,0.104785,0.025215,0,2,-0.351185,21.868293,-3.322630
541,27.0500,cargo_0,1.000000,1.000000,0.104810,0.025190,0,2,-0.257442,22.833864,-3.660075
542,27.1000,cargo_0,1.000000,1.000000,0.104823,0.025177,0,2,-0.154640,22.208522,-3.336790
543,27.1500,cargo_0,1.000000,1.000000,0.104825,0.025175,0,2,0.416130,22.208112,-2.928631
544,27.2000,cargo_0,1.000000,1.000000,0.105184,0.024816,0,2,0.161098,25.315644,-4.369195
545,27.2500,cargo_0,1.000000,1.000000,0.117327,0.012673,0,2,0.469168,6.491963,-0.786163
546,27.3000,cargo_0,1.000000,1.000000,0.110455,0.019545,0,2,1.164425,17.751348,-1.112328
547,27.3500,cargo_0,1.000000,1.000000,0.106683,0.023317,0,2,0.460589,18.916032,-1.552167
548,27.4000,cargo_0,1.000000,1.000000,0.106690,0.023310,0,2,0.075026,21.281814,-3.202562
549,27.4500,cargo_0,1.000000,1.000000,0.118694,0.011306,0,2,-0.323903,3.870697,-0.520482
550,27.5000,cargo_0,1.000000,1.000000,0.128307,0.001693,0,0,0.000000,0.000000,0.000000
551,27.5500,cargo_0,1.000000,1.000000,0.136688,0.000000,0,0,0.000000,0.000000,0.000000
552,27.6000,cargo_0,1.000000,1.000000,0.134976,0.000000,0,0,0.000000,0.000000,0.000000
553,27.6500,cargo_0,1.000000,1.000000,0.134044,0.000000,0,0,0.000000,0.000000,0.000000
554,27.7000,cargo_0,1.000000,1.000000,0.130342,0.000000,0,0,0.000000,0.000000,0.000000
555,27.7500,cargo_0,1.000000,1.000000,0.136804,0.000000,0,0,0.000000,0.000000,0.000000
556,27.8000,cargo_0,1.000000,1.000000,0.132463,0.000000,0,0,0.000000,0.000000,0.000000
557,27.8500,cargo_0,1.000000,1.000000,0.125509,0.004491,0,1,-0.334339,3.914502,-1.831257
558,27.9000,cargo_0,1.000000,1.000000,0.131917,0.000000,0,0,0.000000,0.000000,0.000000
559,27.9500,cargo_0,1.000000,1.000000,0.128455,0.001545,0,1,-0.583413,1.602796,-1.065307
560,28.0000,cargo_0,1.000000,1.000000,0.133986,0.000000,0,0,0.000000,0.000000,0.000000
561,28.0500,cargo_0,1.000000,1.000000,0.131094,0.000000,0,0,0.000000,0.000000,0.000000
562,28.1000,cargo_0,1.000000,1.000000,0.128951,0.001049,0,1,-0.010926,1.039087,-0.431132
563,28.1500,cargo_0,1.000000,1.000000,0.126982,0.003018,0,1,-0.566294,1.981176,-1.208366
564,28.2000,cargo_0,1.000000,1.000000,0.132558,0.000000,0,0,0.000000,0.000000,0.000000
565,28.2500,cargo_0,1.000000,1.000000,0.126941,0.003059,0,1,-0.819103,2.877355,-1.754240
566,28.3000,cargo_0,1.000000,1.000000,0.132922,0.000000,0,0,0.000000,0.000000,0.000000
567,28.3500,cargo_0,1.000000,1.000000,0.130576,0.000000,0,0,0.000000,0.000000,0.000000
568,28.4000,cargo_0,1.000000,1.000000,0.125341,0.004659,0,1,-1.064840,3.585596,-2.227602
569,28.4500,cargo_0,1.000000,1.000000,0.123232,0.006768,0,1,-1.066718,3.889341,-2.357347
570,28.5000,cargo_0,1.000000,1.000000,0.128731,0.001269,0,0,0.000000,0.000000,0.000000
571,28.5500,cargo_0,1.000000,1.000000,0.124148,0.005852,0,1,-1.299025,4.025100,-2.586999
572,28.6000,cargo_0,1.000000,1.000000,0.122242,0.007758,0,1,-1.404655,4.335979,-2.795619
573,28.6500,cargo_0,1.000000,1.000000,0.132187,0.000000,0,0,0.000000,0.000000,0.000000
574,28.7000,cargo_0,1.000000,1.000000,0.142379,0.000000,0,0,0.000000,0.000000,0.000000
575,28.7500,cargo_0,1.000000,1.000000,0.149412,0.000000,0,0,0.000000,0.000000,0.000000
576,28.8000,cargo_0,1.000000,1.000000,0.145541,0.000000,0,0,0.000000,0.000000,0.000000
577,28.8500,cargo_0,1.000000,1.000000,0.142719,0.000000,0,0,0.000000,0.000000,0.000000
578,28.9000,cargo_0,1.000000,1.000000,0.135145,0.000000,0,0,0.000000,0.000000,0.000000
579,28.9500,cargo_0,1.000000,1.000000,0.132717,0.000000,0,0,0.000000,0.000000,0.000000
580,29.0000,cargo_0,1.000000,1.000000,0.134782,0.000000,0,0,0.000000,0.000000,0.000000
581,29.0500,cargo_0,1.000000,1.000000,0.131910,0.000000,0,0,0.000000,0.000000,0.000000
582,29.1000,cargo_0,1.000000,1.000000,0.127629,0.002371,0,1,-1.329081,2.212270,-1.926997
583,29.1500,cargo_0,1.000000,1.000000,0.129892,0.000108,0,0,0.000000,0.000000,0.000000
584,29.2000,cargo_0,1.000000,1.000000,0.127494,0.002506,0,1,-1.098276,1.828093,-1.600950
