shape,seed,alpha,yaw_deg,diameter_m,perimeter_m,area_m2,mass_kg,object_reach_m,concavity_ratio,vertex_count,target_distance_m,shape_scale_factor,annulus_min_m,annulus_max_m,case_id,sampler_attempts,goal_angle_deg,J,J_over_diameter,target_over_diameter,J_over_target,efficiency,direction_error_deg,max_cross_track,max_cross_track_over_diameter,rotation_deg,max_strict_coverage,final_strict_coverage,min_inter_agent_distance,d_min,min_signed_clearance,max_penetration,penetration_budget,solver_fallbacks,solver_infeasible,barrier_scalings,min_barrier_scale,margin_relaxations,solves,first_detection_frame,contact_ready_frame,transport_frame,brake_frame,hold_frame,final_phase,frames_run,terminated_by,settled,completion_time_s,wall_seconds,fps,success,domain_eligible,finite_time_eligible,formal_caging,map_complete,runtime_map_gap_m,runtime_map_gap_required_m,runtime_domain_eligible,certified_inscribed_radius,required_boundary_agents,failure_class
star10,0,0.8,226.13361443243363,2.102335457073498,7.4144636596349836,1.7438171889341796,1.7438171889341796,1.1052631578947538,0.39962412521438984,10,1.6818683656587983,1.5789473684210527,1.4553,2.2553,star10__a0.80__seed000,1,213.89921974319353,1.9455854254495326,0.9254400475925164,0.8,1.1568000594906456,0.9768311193716315,12.357546421433332,0.4262536669485988,0.20275245109643647,-12.979076491649812,0.96875,0.9625,0.2800579145405787,0.28,0.0764231970837765,0.05357680291622351,0.09736217627933372,0,0,131,0.02734375,4,5312,0,72,105,237,292,HOLD,332,settled,True,16.6,11.665325699999812,28.46041409713964,False,True,False,False,True,0.034487176115130996,0.1,True,0.536842105263141,12,CONTRACT_FAILURE
star10,1,0.8,46.300259801862865,2.1023354570734973,7.414463659634983,1.743817188934179,1.743817188934179,1.1052631578948013,0.3996241252143947,10,1.681868365658798,1.5789473684210527,1.4553,2.2553,star10__a0.80__seed001,1,67.05487627201978,0.218506597273896,0.10393517197206129,0.8,0.1299189649650766,0.8868120284588067,27.524658363494748,0.1138668837896106,0.05416209073889478,-22.434573233779506,0.90625,0.825,0.28000581630777666,0.28,0.07764019456732736,0.05235980543267264,0.08988541685202708,0,0,442,0.08203125,75,48000,0,116,301,,,TRANSPORT,3000,watchdog,False,150.0,104.42801130000043,28.72792426719312,False,True,False,False,False,0.533992469947377,0.1,False,0.5368421052630936,12,MAP_INCOMPLETE
star10,2,0.8,242.90902260917775,2.102335457073498,7.414463659634981,1.7438171889341794,1.7438171889341794,1.105263157894768,0.39962412521438984,10,1.6818683656587983,1.5789473684210527,1.4553,2.2553,star10__a0.80__seed002,1,78.6348106982665,0.30262607657960944,0.1439475681967864,0.8,0.179934460245983,0.9286003229164904,21.78232838333325,0.14503604734774483,0.06898806128192242,2.4548867142074653,0.98125,0.94375,0.27999999999999925,0.28,0.08827805145724972,0.041721948542750284,0.0925290750512067,0,0,188,0.1953125,28,48000,0,351,1714,,,TRANSPORT,3000,watchdog,False,150.0,108.56821479999962,27.632396880859556,False,True,False,False,True,0.034587753311462105,0.1,True,0.5368421052631264,12,TRANSPORT_STALL
star10,3,0.8,25.05987775937552,2.102335457073498,7.414463659634983,1.7438171889341796,1.7438171889341796,1.105263157894774,0.3996241252143853,10,1.6818683656587983,1.5789473684210527,1.4553,2.2553,star10__a0.80__seed003,1,30.576349067927193,0.4704867645926068,0.22379243189264184,0.8,0.2797405398658023,0.9909015571016256,7.7348340681378005,0.06390360074631823,0.030396481461276215,-12.668039139288169,1.0,0.95,0.280000071862651,0.28,0.08593528828894437,0.04406471171105564,0.09765080782308913,0,0,1779,0.0,155,48000,0,114,291,,,TRANSPORT,3000,watchdog,False,150.0,107.5417524000004,27.896142038317656,False,True,False,False,True,0.037395907869954996,0.1,True,0.5368421052631211,12,TRANSPORT_STALL
star10,4,0.8,257.6166860042555,2.1023354570734973,7.414463659634982,1.743817188934179,1.743817188934179,1.105263157894841,0.39962412521437995,10,1.681868365658798,1.5789473684210527,1.4553,2.2553,star10__a0.80__seed004,1,157.4812119101344,1.9416461804620804,0.923566300482274,0.8,1.1544578756028423,0.9962614925202251,4.955895623779486,0.17681891546205153,0.08410594744389072,2.3878238326634427,0.9875,0.95625,0.2800000004401302,0.28,0.08742531639233415,0.04257468360766585,0.09680501346932438,0,0,444,0.0,11,12400,0,128,130,359,735,HOLD,775,settled,True,38.75,27.393064399999275,28.291832877230796,False,True,False,False,True,0.032461772386694586,0.1,True,0.5368421052630542,12,CONTRACT_FAILURE
concave_random15,0,0.1,96.50038485920508,1.9947472645873217,7.143178631983274,1.7930390222620838,1.7930390222620838,1.060079840140356,0.2528378713736844,15,0.19947472645873218,1.5789473684210527,1.4101,2.2101,concave_random15__a0.10__seed000,1,213.89921974319353,0.2251871887566363,0.11289008525259142,0.1,1.128900852525914,0.9999570725455345,0.5308926979375826,0.006775251252924802,0.0033965462057302196,-3.9222367033294097,0.9875,0.975,0.2804035180686062,0.28,0.09469188306555916,0.035308116934440845,0.0907416011557117,0,0,5,0.80078125,1,2832,0,101,102,127,137,HOLD,177,settled,True,8.85,6.118759999999384,28.927429740669325,False,True,False,False,True,0.033393500430656795,0.1,True,0.3902860003820267,12,CONTRACT_FAILURE
concave_random15,1,0.1,288.9900241593214,2.1421110184832073,8.228126754598273,1.8124948360705133,1.8124948360705133,1.10766796698048,0.34404018317618934,15,0.21421110184832073,1.5789473684210527,1.4577,2.2577,concave_random15__a0.10__seed001,1,67.05487627201978,0.20310575595592398,0.09481570012171439,0.1,0.9481570012171439,0.8741996872401697,29.04960007458142,0.11281331875311416,0.052664552761133444,-13.454225743981223,1.0,1.0,0.2805035456917839,0.28,0.08485909625144494,0.04514090374855506,0.0911054115370042,0,0,72,0.51953125,0,20096,0,121,122,782,1216,HOLD,1256,settled,True,62.800000000000004,47.95768320000025,26.189755555163966,False,True,False,False,True,0.032296706167270414,0.1,True,0.31891722749110973,14,CONTRACT_FAILURE
concave_random15,2,0.1,101.29510715168155,1.957843950922477,6.9488935501735005,1.6252596970686337,1.6252596970686337,1.004736950175841,0.2823658976345341,15,0.1957843950922477,1.5789473684210527,1.3547,2.1547,concave_random15__a0.10__seed002,1,78.6348106982665,0.23623572865982273,0.1206611632906267,0.1,1.206611632906267,0.7933280018479055,37.50238475438851,0.18128567250447822,0.09259454637284135,-0.7753015585543594,1.0,1.0,0.280085413567739,0.28,0.08781773266392763,0.042182267336072374,0.09240369717756516,0,0,3,0.92578125,0,20128,0,113,130,1015,1218,HOLD,1258,settled,True,62.900000000000006,44.8518339000002,28.047905528339932,False,True,False,False,True,0.03326109019594449,0.1,True,0.37609853636584173,12,CONTRACT_FAILURE
concave_random15,3,0.1,329.9474278057181,1.938152314993001,7.2196449020667295,1.7519352930396557,1.7519352930396557,1.0697549335063803,0.289700359021395,15,0.1938152314993001,1.5789473684210527,1.4198,2.2198,concave_random15__a0.10__seed003,1,30.576349067927193,0.01590540678376013,0.008206479264152966,0.1,0.08206479264152966,0.719659651226255,43.97361224104141,0.015979204709767672,0.00824455569676183,1.1978121581595986,1.0,0.95625,0.2800030834569757,0.28,0.0864406197887129,0.04355938021128711,0.08803810095742497,0,0,891,0.00390625,15,48000,0,474,790,,,TRANSPORT,3000,watchdog,False,150.0,106.00556119999965,28.300402035888755,False,True,False,False,True,0.030670205002599565,0.1,True,0.4298395915222058,12,TRANSPORT_STALL
concave_random15,4,0.1,113.58251687542312,1.9207270781335861,6.732863223424166,1.8530053420927104,1.8530053420927104,1.0057359830822343,0.2297427771322218,15,0.1920727078133586,1.5789473684210527,1.3557,2.1557,concave_random15__a0.10__seed004,1,157.4812119101344,0.23349006216143559,0.12156337296411895,0.1,1.2156337296411897,0.9758266717757658,12.623640551841172,0.05231242393341564,0.027235740324048956,-0.10257076231601192,1.0,1.0,0.28217766033924335,0.28,0.08904526382155634,0.04095473617844367,0.0896226775710078,0,0,38,0.12109375,0,3456,0,109,117,150,176,HOLD,216,settled,True,10.8,7.230492900000172,29.873482069250752,False,True,False,False,True,0.03090924811467709,0.1,True,0.48325294026424287,11,CONTRACT_FAILURE
